Surate_N,Verset_N,Mot_N,Morpheme_N,MORPHEME,LEM,ROOT
2,29,16,1,wa,,
2,29,16,2,huwa,,
2,29,17,1,bi,,
2,29,17,2,kul~i,kul~,kll
2,29,18,1,$aYo'K,$aYo',$yA
2,29,19,1,EaliymN,Ealiym,Elm
2,30,1,1,wa,,
2,30,1,2,<i*o,"<i*
",
2,30,2,1,qaAla,qaAla,qwl
2,30,3,1,rab~u,rab~,rbb
2,30,3,2,ka,,
2,30,4,1,li,,
2,30,4,2,lo,,
2,30,4,3,mala`^}ikapi,malak,mlk
2,30,5,1,<in~i,<in~,
2,30,5,2,Y,,
2,30,6,1,jaAEilN,jaAEil,jEl
2,30,7,1,fiY,"fiY
",
2,30,8,1,{lo,,
2,30,8,2,>aroDi,>aroD,ArD
2,30,9,1,xaliyfapF,xaliyfap,xlf
2,30,10,1,qaAlu,qaAla,qwl
2,30,10,2,w^A@,,
2,30,11,1,>a,,
2,30,11,2,tajoEalu,jaEala,jEl
2,30,12,1,fiy,"fiY
",
2,30,12,2,haA,,
2,30,13,1,man,"man
",
2,30,14,1,yufosidu,>afosadu,fsd
2,30,15,1,fiy,"fiY
",
2,30,15,2,haA,,
2,30,16,1,wa,,
2,30,16,2,yasofiku,yasofiku,sfk
2,30,17,1,{l,,
2,30,17,2,d~imaA^'a,dam,dmw
2,30,18,1,wa,,
2,30,18,2,naHonu,,
2,30,19,1,nusab~iHu,sab~aHa,sbH
2,30,20,1,bi,,
2,30,20,2,Hamodi,Hamod,Hmd
2,30,20,3,ka,,
2,30,21,1,wa,,
2,30,21,2,nuqad~isu,nuqad~isu,qds
2,30,22,1,la,,
2,30,22,2,ka,,
2,30,23,1,qaAla,qaAla,qwl
2,30,24,1,<in~i,<in~,
2,30,24,2,Y^,,
2,30,25,1,>aEolamu,Ealima,Elm
2,30,26,1,maA,"maA
",
2,30,27,1,laA,"laA
",
2,30,28,1,taEolamu,Ealima,Elm
2,30,28,2,wna,,
2,31,1,1,wa,,
2,31,1,2,Eal~ama,Eal~ama,Elm
2,31,2,1,'aAdama,A^dam,
2,31,3,1,{lo,,
2,31,3,2,>asomaA^'a,{som,smw
2,31,4,1,kul~a,kul~,kll
2,31,4,2,haA,,
2,31,5,1,vum~a,"vum~
",
2,31,6,1,EaraDa,EaraDa,ErD
2,31,6,2,humo,,
2,31,7,1,EalaY,"EalaY`
",
2,31,8,1,{lo,,
2,31,8,2,mala`^}ikapi,malak,mlk
2,31,9,1,fa,,
2,31,9,2,qaAla,qaAla,qwl
2,31,10,1,>an[bi_#u,>an[ba>a,nbA
2,31,10,2,w,,
2,31,10,3,niY,,
2,31,11,1,bi,,
2,31,11,2,>asomaA^'i,{som,smw
2,31,12,1,ha`^&ulaA^'i,ha`*aA,
2,31,13,1,<in,"<in
",
2,31,14,1,kun,kaAna,kwn
2,31,14,2,tumo,,
2,31,15,1,Sa`diqiyna,SaAdiq,Sdq
2,32,1,1,qaAlu,qaAla,qwl
2,32,1,2,wA@,,
2,32,2,1,suboHa`na,suboHa`n,sbH
2,32,2,2,ka,,
2,32,3,1,laA,laA,
2,32,4,1,Eiloma,Eilom,Elm
2,32,5,1,la,,
2,32,5,2,naA^,,
2,32,6,1,<il~aA,"<il~aA
",
2,32,7,1,maA,"maA
",
2,32,8,1,Eal~amo,Eal~ama,Elm
2,32,8,2,ta,,
2,32,8,3,naA^,,
2,32,9,1,<in~a,<in~,
2,32,9,2,ka,,
2,32,10,1,>anta,,
2,32,11,1,{lo,,
2,32,11,2,Ealiymu,Ealiym,Elm
2,32,12,1,{lo,,
2,32,12,2,Hakiymu,Hakiym,Hkm
2,33,1,1,qaAla,qaAla,qwl
2,33,2,1,ya`^,,
2,33,2,2,_#aAdamu,A^dam,
2,33,3,1,>an[bi}o,>an[ba>a,nbA
2,33,3,2,hum,,
2,33,4,1,bi,,
2,33,4,2,>asomaA^}i,{som,smw
2,33,4,3,himo,,
2,33,5,1,fa,,
2,33,5,2,lam~aA^,"lam~aA
",
2,33,6,1,>an[ba>a,>an[ba>a,nbA
2,33,6,2,hum,,
2,33,7,1,bi,,
2,33,7,2,>asomaA^}i,{som,smw
2,33,7,3,himo,,
2,33,8,1,qaAla,qaAla,qwl
2,33,9,1,>a,,
2,33,9,2,lamo,"lam
",
2,33,10,1,>aqul,qaAla,qwl
2,33,11,1,l~a,,
2,33,11,2,kumo,,
2,33,12,1,<in~i,<in~,
2,33,12,2,Y^,,
2,33,13,1,>aEolamu,Ealima,Elm
2,33,14,1,gayoba,gayob,gyb
2,33,15,1,{l,,
2,33,15,2,s~ama`wa`ti,samaA^',smw
2,33,16,1,wa,,
2,33,16,2,{lo,,
2,33,16,3,>aroDi,>aroD,ArD
2,33,17,1,wa,,
2,33,17,2,>aEolamu,Ealima,Elm
2,33,18,1,maA,"maA
",
2,33,19,1,tubodu,yubodiYa,bdw
2,33,19,2,wna,,
2,33,20,1,wa,,
2,33,20,2,maA,"maA
",
2,33,21,1,kun,kaAna,kwn
2,33,21,2,tumo,,
2,33,22,1,takotumu,katama,ktm
2,33,22,2,wna,,
2,34,1,1,wa,,
2,34,1,2,<i*o,"<i*
",
2,34,2,1,qulo,qaAla,qwl
2,34,2,2,naA,,
2,34,3,1,li,,
2,34,3,2,lo,,
2,34,3,3,mala`^}ikapi,malak,mlk
2,34,4,1,{sojudu,sajada,sjd
2,34,4,2,wA@,,
2,34,5,1,li,,
2,34,5,2,'aAdama,A^dam,
2,34,6,1,fa,,
2,34,6,2,sajadu,sajada,sjd
2,34,6,3,w^A@,,
2,34,7,1,<il~aA^,"<il~aA
",
2,34,8,1,<iboliysa,<iboliys,
2,34,9,1,>abaY`,>abaY,Aby
2,34,10,1,wa,,
2,34,10,2,{sotakobara,{sotakobara,kbr
2,34,11,1,wa,,
2,34,11,2,kaAna,kaAna,kwn
2,34,12,1,mina,"min
",
2,34,13,1,{lo,,
2,34,13,2,ka`firiyna,ka`firuwn,kfr
2,35,1,1,wa,,
2,35,1,2,qulo,qaAla,qwl
2,35,1,3,naA,,
2,35,2,1,ya`^,,
2,35,2,2,_#aAdamu,A^dam,
2,35,3,1,{sokuno,sakana,skn
2,35,4,1,>anta,,
2,35,5,1,wa,,
2,35,5,2,zawoju,zawoj,zwj
2,35,5,3,ka,,
2,35,6,1,{lo,,
2,35,6,2,jan~apa,jan~ap,jnn
2,35,7,1,wa,,
2,35,7,2,kula,>akala,Akl
2,35,7,3,A,,
2,35,8,1,mino,"min
",
2,35,8,2,haA,,
2,35,9,1,ragadFA,ragad,rgd
2,35,10,1,Hayovu,Hayov,"Hyv
"
2,35,11,1,$i}o,$aA^'a,$yA
2,35,11,2,tumaA,,
2,35,12,1,wa,,
2,35,12,2,laA,"laA
",
2,35,13,1,taqoraba,yaqorabu,qrb
2,35,13,2,A,,
2,35,14,1,ha`*ihi,ha`*aA,
2,35,15,1,{l,,
2,35,15,2,$~ajarapa,$ajarap,$jr
2,35,16,1,fa,,
2,35,16,2,takuwna,kaAna,kwn
2,35,16,3,A,,
2,35,17,1,mina,"min
",
2,35,18,1,{l,,
2,35,18,2,Z~a`limiyna,ZaAlim,Zlm
2,36,1,1,fa,,
2,36,1,2,>azal~a,>azal~a,zll
2,36,1,3,humaA,,
2,36,2,1,{l,,
2,36,2,2,$~ayoTa`nu,$ayoTa`n,$Tn
2,36,3,1,Eano,"Ean
",
2,36,3,2,haA,,
2,36,4,1,fa,,
2,36,4,2,>axoraja,>axoraja,xrj
2,36,4,3,humaA,,
2,36,5,1,mi,"min
",
2,36,5,2,m~aA,"maA
",
2,36,6,1,kaAna,kaAna,kwn
2,36,6,2,A,,
2,36,7,1,fiy,"fiY
",
2,36,7,2,hi,,
2,36,8,1,wa,,
2,36,8,2,qulo,qaAla,qwl
2,36,8,3,naA,,
2,36,9,1,{hobiTu,yahobiTu,hbT
2,36,9,2,wA@,,
2,36,10,1,baEoDu,baEoD,bED
2,36,10,2,kumo,,
2,36,11,1,li,,
2,36,11,2,baEoDK,baEoD,bED
2,36,12,1,Eaduw~N,Eaduw~,Edw
2,36,13,1,wa,,
2,36,13,2,la,,
2,36,13,3,kumo,,
2,36,14,1,fiY,"fiY
",
2,36,15,1,{lo,,
2,36,15,2,>aroDi,>aroD,ArD
2,36,16,1,musotaqar~N,musotaqar~,qrr
2,36,17,1,wa,,
2,36,17,2,mata`EN,mata`E,mtE
2,36,18,1,<ilaY`,"<ilaY`
",
2,36,19,1,HiynK,Hiyn,Hyn
2,37,1,1,fa,,
2,37,1,2,talaq~aY`^,talaq~aY`^,lqy
2,37,2,1,'aAdamu,A^dam,
2,37,3,1,min,"min
",
2,37,4,1,r~ab~i,rab~,rbb
2,37,4,2,hi.,,
2,37,5,1,kalima`tK,kalima`t,klm
2,37,6,1,fa,,
2,37,6,2,taAba,taAba,twb
2,37,7,1,Ealayo,"EalaY`
",
2,37,7,2,hi,,
2,37,8,1,<in~a,<in~,
2,37,8,2,"hu,",,
2,37,9,1,huwa,,
2,37,10,1,{l,,
2,37,10,2,t~aw~aAbu,taw~aAb,twb
2,37,11,1,{l,,
2,37,11,2,r~aHiymu,r~aHiym,rHm
2,38,1,1,qulo,qaAla,qwl
2,38,1,2,naA,,
2,38,2,1,{hobiTu,yahobiTu,hbT
2,38,2,2,wA@,,
2,38,3,1,mino,"min
",
2,38,3,2,haA,,
2,38,4,1,jamiyEFA,jamiyE,jmE
2,38,5,1,fa,,
2,38,5,2,<im~aA,"<im~aA
",
2,38,6,1,ya>otiya,>ataY,Aty
2,38,6,2,n~a,,
2,38,6,3,kum,,
2,38,7,1,m~in~i,"min
",
2,38,7,2,Y,,
2,38,8,1,hudFY,hudFY,hdy
2,38,9,1,fa,,
2,38,9,2,man,"man
",
2,38,10,1,tabiEa,tabiEa,tbE
2,38,11,1,hudaA,hudFY,hdy
2,38,11,2,Ya,,
2,38,12,1,fa,,
2,38,12,2,laA,laA,
2,38,13,1,xawofN,xawof,xwf
2,38,14,1,Ealayo,"EalaY`
",
2,38,14,2,himo,,
2,38,15,1,wa,,
2,38,15,2,laA,laA,
2,38,16,1,humo,,
2,38,17,1,yaHozanu,yaHozun,Hzn
2,38,17,2,wna,,
2,39,1,1,wa,,
2,39,1,2,{l~a*iyna,{l~a*iY,
2,39,2,1,kafaru,kafara,kfr
2,39,2,2,wA@,,
2,39,3,1,wa,,
2,39,3,2,ka*~abu,ka*~aba,k*b
2,39,3,3,wA@,,
2,39,4,1,bi,,
2,39,4,2,_#aAya`ti,'aAyap,Ayy
2,39,4,3,naA^,,
2,39,5,1,>uw@la`^}ika,>uwla`^}ik,
2,39,6,1,>aSoHa`bu,>aSoHa`b,SHb
2,39,7,1,{l,,
2,39,7,2,n~aAri,naAr,nwr
2,39,8,1,humo,,
2,39,9,1,fiy,"fiY
",
2,39,9,2,haA,,
2,39,10,1,xa`liduwna,xa`lid,xld
2,40,1,1,ya`,,
2,40,1,2,baniY^,bunaY~,bny
2,40,2,1,<isora`^'iyla,<isoraA}iyl,
2,40,3,1,{*okuru,*akara,*kr
2,40,3,2,wA@,,
2,40,4,1,niEomati,niEomap,nEm
2,40,4,2,Ya,,
2,40,5,1,{l~atiY^,{l~a*iY,
2,40,6,1,>anoEamo,>anoEama,nEm
2,40,6,2,tu,,
2,40,7,1,Ealayo,"EalaY`
",
2,40,7,2,kumo,,
2,40,8,1,wa,,
2,40,8,2,>awofu,>awofaY`,wfy
2,40,8,3,wA@,,
2,40,9,1,bi,,
2,40,9,2,Eahodi,Eahod,Ehd
2,40,9,3,Y^,,
2,40,10,1,>uwfi,>awofaY`,wfy
2,40,11,1,bi,,
2,40,11,2,Eahodi,Eahod,Ehd
2,40,11,3,kumo,,
2,40,12,1,wa,,
2,40,12,2,<iy~a`Ya,<iy~aA,
2,40,13,1,fa,,
2,40,13,2,{rohabu,yarohabu,rhb
2,40,13,3,w,,
2,40,13,4,ni,,
2,41,1,1,wa,,
2,41,1,2,'aAminu,'aAmana,Amn
2,41,1,3,wA@,,
2,41,2,1,bi,,
2,41,2,2,maA^,"maA
",
2,41,3,1,>anzalo,>anzala,nzl
2,41,3,2,tu,,
2,41,4,1,muSad~iqFA,muSad~iq,Sdq
2,41,5,1,l~i,,
2,41,5,2,maA,"maA
",
2,41,6,1,maEa,"maE2
",
2,41,6,2,kumo,,
2,41,7,1,wa,,
2,41,7,2,laA,"laA
",
2,41,8,1,takuwnu,kaAna,kwn
2,41,8,2,w^A@,,
2,41,9,1,>aw~ala,>aw~al,Awl
2,41,10,1,kaAfirK],kaAfir,kfr
2,41,11,1,bi,,
2,41,11,2,hi.,,
2,41,12,1,wa,,
2,41,12,2,laA,"laA
",
2,41,13,1,ta$otaru,{$otaraY`,$ry
2,41,13,2,wA@,,
2,41,14,1,bi,,
2,41,14,2,_#aAya`ti,'aAyap,Ayy
2,41,14,3,Y,,
2,41,15,1,vamanFA,vaman,vmn
2,41,16,1,qaliylFA,qaliyl,qll
2,41,17,1,wa,,
2,41,17,2,<iy~a`Ya,<iy~aA,
2,41,18,1,fa,,
2,41,18,2,{t~aqu,{t~aqaY`,wqy
2,41,18,3,w,,
2,41,18,4,ni,,
2,42,1,1,wa,,
2,42,1,2,laA,"laA
",
2,42,2,1,talobisu,labaso,lbs
2,42,2,2,wA@,,
2,42,3,1,{lo,,
2,42,3,2,Haq~a,Haq~,Hqq
2,42,4,1,bi,,
2,42,4,2,{lo,,
2,42,4,3,ba`Tili,ba`Til,bTl
2,42,5,1,wa,,
2,42,5,2,takotumu,katama,ktm
2,42,5,3,wA@,,
2,42,6,1,{lo,,
2,42,6,2,Haq~a,Haq~,Hqq
2,42,7,1,wa,,
2,42,7,2,>antumo,,
2,42,8,1,taEolamu,Ealima,Elm
2,42,8,2,wna,,
2,43,1,1,wa,,
2,43,1,2,>aqiymu,>aqaAma,qwm
2,43,1,3,wA@,,
2,43,2,1,{l,,
2,43,2,2,S~alaw`pa,Salaw`p,Slw
2,43,3,1,wa,,
2,43,3,2,'aAtu,A^taY,Aty
2,43,3,3,wA@,,
2,43,4,1,{l,,
2,43,4,2,z~akaw`pa,zakaw`p,zkw
2,43,5,1,wa,,
2,43,5,2,{rokaEu,yarokaEu,rkE
2,43,5,3,wA@,,
2,43,6,1,maEa,"maE2
",
2,43,7,1,{l,,
2,43,7,2,r~a`kiEiyna,raAkiE,rkE
2,44,1,1,>a,,
2,44,1,2,ta>omuru,>amara,Amr
2,44,1,3,wna,,
2,44,2,1,{l,,
2,44,2,2,n~aAsa,n~aAs,nws
2,44,3,1,bi,,
2,44,3,2,{lo,,
2,44,3,3,bir~i,bir~,brr
2,44,4,1,wa,,
2,44,4,2,tansa,nasiYa,nsy
2,44,4,3,wona,,
2,44,5,1,>anfusa,nafos,nfs
2,44,5,2,kumo,,
2,44,6,1,wa,,
2,44,6,2,>antumo,,
2,44,7,1,tatolu,talaY`,tlw
2,44,7,2,wna,,
2,44,8,1,{lo,,
2,44,8,2,kita`ba,kita`b,ktb
2,44,9,1,>a,,
2,44,9,2,fa,,
2,44,9,3,laA,"laA
",
2,44,10,1,taEoqilu,Eaqalu,Eql
2,44,10,2,wna,,
2,45,1,1,wa,,
2,45,1,2,{sotaEiynu,{sotaEiynu,Ewn
2,45,1,3,wA@,,
2,45,2,1,bi,,
2,45,2,2,{l,,
2,45,2,3,S~abori,Sabor,Sbr
2,45,3,1,wa,,
2,45,3,2,{l,,
2,45,3,3,S~alaw`pi,Salaw`p,Slw
2,45,4,1,wa,,
2,45,4,2,<in~a,<in~,
2,45,4,3,haA,,
2,45,5,1,la,,
2,45,5,2,kabiyrapN,kabiyrap,kbr
2,45,6,1,<il~aA,"<il~aA
",
2,45,7,1,EalaY,"EalaY`
",
2,45,8,1,{lo,,
2,45,8,2,xa`$iEiyna,xaA$iE,x$E
2,46,1,1,{l~a*iyna,{l~a*iY,
2,46,2,1,yaZun~u,Zan~a,Znn
2,46,2,2,wna,,
2,46,3,1,>an~a,>an~,
2,46,3,2,hum,,
2,46,4,1,m~ula`quwA@,m~ula`quwA,lqy
2,46,5,1,rab~i,rab~,rbb
2,46,5,2,himo,,
2,46,6,1,wa,,
2,46,6,2,>an~a,>an~,
2,46,6,3,humo,,
2,46,7,1,<ilayo,"<ilaY`
",
2,46,7,2,hi,,
2,46,8,1,ra`jiEuwna,ra`jiEuwn,rjE
2,47,1,1,ya`,,
2,47,1,2,baniY^,bunaY~,bny
2,47,2,1,<isora`^'iyla,<isoraA}iyl,
2,47,3,1,{*okuru,*akara,*kr
2,47,3,2,wA@,,
2,47,4,1,niEomati,niEomap,nEm
2,47,4,2,Ya,,
2,47,5,1,{l~atiY^,{l~a*iY,
2,47,6,1,>anoEamo,>anoEama,nEm
2,47,6,2,tu,,
2,47,7,1,Ealayo,"EalaY`
",
2,47,7,2,kumo,,
2,47,8,1,wa,,
2,47,8,2,>an~i,>an~,
2,47,8,3,Y,,
2,47,9,1,faD~alo,faD~ala,fDl
2,47,9,2,tu,,
2,47,9,3,kumo,,
2,47,10,1,EalaY,"EalaY`
",
2,47,11,1,{lo,,
2,47,11,2,Ea`lamiyna,Ea`lamiyn,Elm
2,48,1,1,wa,,
2,48,1,2,{t~aqu,{t~aqaY`,wqy
2,48,1,3,wA@,,
2,48,2,1,yawomFA,yawom,ywm
2,48,3,1,l~aA,"laA
",
2,48,4,1,tajoziY,jazaY`,jzy
2,48,5,1,nafosN,nafos,nfs
2,48,6,1,Ean,"Ean
",
2,48,7,1,n~afosK,nafos,nfs
2,48,8,1,$ayo_#FA,$aYo',$yA
2,48,9,1,wa,,
2,48,9,2,laA,"laA
",
2,48,10,1,yuqobalu,yaqobalu,qbl
2,48,11,1,mino,"min
",
2,48,11,2,haA,,
2,48,12,1,$afa`EapN,$afa`Eap,$fE
2,48,13,1,wa,,
2,48,13,2,laA,"laA
",
2,48,14,1,yu&oxa*u,>axa*a,Ax*
2,48,15,1,mino,"min
",
2,48,15,2,haA,,
2,48,16,1,EadolN,Eadol,Edl
2,48,17,1,wa,,
2,48,17,2,laA,"laA
",
2,48,18,1,humo,,
2,48,19,1,yunSaru,naSara,nSr
2,48,19,2,wna,,
2,49,1,1,wa,,
2,49,1,2,<i*o,"<i*
",
2,49,2,1,naj~ayo,naj~aY`,njw
2,49,2,2,na`,,
2,49,2,3,kum,,
2,49,3,1,m~ino,"min
",
2,49,4,1,'aAli,'aAl,Awl
2,49,5,1,firoEawona,firoEawon,
2,49,6,1,yasuwmu,yasuwmu,swm
2,49,6,2,wna,,
2,49,6,3,kumo,,
2,49,7,1,suw^'a,suw^',swA
2,49,8,1,{lo,,
2,49,8,2,Ea*aAbi,Ea*aAb,E*b
2,49,9,1,yu*ab~iHu,yu*ab~iHu,*bH
2,49,9,2,wna,,
2,49,10,1,>abonaA^'a,{bon,bny
2,49,10,2,kumo,,
2,49,11,1,wa,,
2,49,11,2,yasotaHoyu,yasotaHoYi.^,Hyy
2,49,11,3,wna,,
2,49,12,1,nisaA^'a,nisaA^',nsw
2,49,12,2,kumo,,
2,49,13,1,wa,,
2,49,13,2,fiY,"fiY
",
2,49,14,1,*a`likum,*a`lik,
2,49,15,1,balaA^'N,balaA^',blw
2,49,16,1,m~in,"min
",
2,49,17,1,r~ab~i,rab~,rbb
2,49,17,2,kumo,,
2,49,18,1,EaZiymN,EaZiym,EZm
2,50,1,1,wa,,
2,50,1,2,<i*o,"<i*
",
2,50,2,1,faraqo,faraqo,frq
2,50,2,2,naA,,
2,50,3,1,bi,,
2,50,3,2,kumu,,
2,50,4,1,{lo,,
2,50,4,2,baHora,baHor,bHr
2,50,5,1,fa,,
2,50,5,2,>anjayo,>anjaY`,njw
2,50,5,3,na`,,
2,50,5,4,kumo,,
2,50,6,1,wa,,
2,50,6,2,>agoraqo,>ugoriqu,grq
2,50,6,3,naA^,,
2,50,7,1,'aAla,'aAl,Awl
2,50,8,1,firoEawona,firoEawon,
2,50,9,1,wa,,
2,50,9,2,>antumo,,
2,50,10,1,tanZuru,n~aZara,nZr
2,50,10,2,wna,,
2,51,1,1,wa,,
2,51,1,2,<i*o,"<i*
",
2,51,2,1,wa`Eado,wa`Eado,wEd
2,51,2,2,naA,,
2,51,3,1,muwsaY`^,muwsaY`,
2,51,4,1,>arobaEiyna,>arobaE,rbE
2,51,5,1,layolapF,layolap,lyl
2,51,6,1,vum~a,"vum~
",
2,51,7,1,{t~axa*o,{t~axa*a,Ax*
2,51,7,2,tumu,,
2,51,8,1,{lo,,
2,51,8,2,Eijola,Eijol,Ejl
2,51,9,1,min[,"min
",
2,51,10,1,baEodi,baEod,bEd
2,51,10,2,hi.,,
2,51,11,1,wa,,
2,51,11,2,>antumo,,
2,51,12,1,Za`limuwna,ZaAlim,Zlm
2,52,1,1,vum~a,"vum~
",
2,52,2,1,Eafawo,EafaA,Efw
2,52,2,2,naA,,
2,52,3,1,Ean,"Ean
",
2,52,3,2,kum,,
2,52,4,1,m~in[,"min
",
2,52,5,1,baEodi,baEod,bEd
2,52,6,1,*a`lika,*a`lik,
2,52,7,1,laEal~a,laEal~,
2,52,7,2,kumo,,
2,52,8,1,ta$okuru,$akara,$kr
2,52,8,2,wna,,
2,53,1,1,wa,,
2,53,1,2,<i*o,"<i*
",
2,53,2,1,'aAtayo,A^taY,Aty
2,53,2,2,naA,,
2,53,3,1,muwsaY,muwsaY`,
2,53,4,1,{lo,,
2,53,4,2,kita`ba,kita`b,ktb
2,53,5,1,wa,,
2,53,5,2,{lo,,
2,53,5,3,furoqaAna,furoqaAn,frq
2,53,6,1,laEal~a,laEal~,
2,53,6,2,kumo,,
2,53,7,1,tahotadu,{hotadaY`,hdy
2,53,7,2,wna,,
2,54,1,1,wa,,
2,54,1,2,<i*o,"<i*
",
2,54,2,1,qaAla,qaAla,qwl
2,54,3,1,muwsaY`,muwsaY`,
2,54,4,1,li,,
2,54,4,2,qawomi,qawom,qwm
2,54,4,3,hi.,,
2,54,5,1,ya`,,
2,54,5,2,qawomi,qawom,qwm
2,54,5,3,,,
2,54,6,1,<in~a,<in~,
2,54,6,2,kumo,,
2,54,7,1,Zalamo,Zalama,Zlm
2,54,7,2,tumo,,
2,54,8,1,>anfusa,nafos,nfs
2,54,8,2,kum,,
2,54,9,1,bi,,
2,54,9,2,{t~ixaA*i,{t~ixaA*,Ax*
2,54,9,3,kumu,,
2,54,10,1,{lo,,
2,54,10,2,Eijola,Eijol,Ejl
2,54,11,1,fa,,
2,54,11,2,tuwbu,taAba,twb
2,54,11,3,w^A@,,
2,54,12,1,<ilaY`,"<ilaY`
",
2,54,13,1,baAri}i,baAri},brA
2,54,13,2,kumo,,
2,54,14,1,fa,,
2,54,14,2,{qotulu,qatala,qtl
2,54,14,3,w^A@,,
2,54,15,1,>anfusa,nafos,nfs
2,54,15,2,kumo,,
2,54,16,1,*a`likumo,*a`lik,
2,54,17,1,xayorN,xayor,xyr
2,54,18,1,l~a,,
2,54,18,2,kumo,,
2,54,19,1,Einda,Eind,End
2,54,20,1,baAri}i,baAri},brA
2,54,20,2,kumo,,
2,54,21,1,fa,,
2,54,21,2,taAba,taAba,twb
2,54,22,1,Ealayo,"EalaY`
",
2,54,22,2,kumo,,
2,54,23,1,<in~a,<in~,
2,54,23,2,"hu,",,
2,54,24,1,huwa,,
2,54,25,1,{l,,
2,54,25,2,t~aw~aAbu,taw~aAb,twb
2,54,26,1,{l,,
2,54,26,2,r~aHiymu,r~aHiym,rHm
2,55,1,1,wa,,
2,55,1,2,<i*o,"<i*
",
2,55,2,1,qulo,qaAla,qwl
2,55,2,2,tumo,,
2,55,3,1,ya`,,
2,55,3,2,muwsaY`,muwsaY`,
2,55,4,1,lan,"lan
",
2,55,5,1,n~u&omina,'aAmana,Amn
2,55,6,1,la,,
2,55,6,2,ka,,
2,55,7,1,Hat~aY`,"Hat~aY`
",
2,55,8,1,naraY,ra'aA,rAy
2,55,9,1,{ll~aha,{ll~ah,Alh
2,55,10,1,jahorapF,jahorap,jhr
2,55,11,1,fa,,
2,55,11,2,>axa*ato,>axa*a,Ax*
2,55,11,3,kumu,,
2,55,12,1,{l,,
2,55,12,2,S~a`Eiqapu,SaAEiqap,SEq
2,55,13,1,wa,,
2,55,13,2,>antumo,,
2,55,14,1,tanZuru,n~aZara,nZr
2,55,14,2,wna,,
2,56,1,1,vum~a,"vum~
",
2,56,2,1,baEavo,baEava,bEv
2,56,2,2,na`,,
2,56,2,3,kum,,
2,56,3,1,m~in[,"min
",
2,56,4,1,baEodi,baEod,bEd
2,56,5,1,mawoti,mawot,mwt
2,56,5,2,kumo,,
2,56,6,1,laEal~a,laEal~,
2,56,6,2,kumo,,
2,56,7,1,ta$okuru,$akara,$kr
2,56,7,2,wna,,
2,57,1,1,wa,,
2,57,1,2,Zal~alo,Zal~alo,Zll
2,57,1,3,naA,,
2,57,2,1,Ealayo,"EalaY`
",
2,57,2,2,kumu,,
2,57,3,1,{lo,,
2,57,3,2,gamaAma,gama`m,gmm
2,57,4,1,wa,,
2,57,4,2,>anzalo,>anzala,nzl
2,57,4,3,naA,,
2,57,5,1,Ealayo,"EalaY`
",
2,57,5,2,kumu,,
2,57,6,1,{lo,,
2,57,6,2,man~a,man~,mnn
2,57,7,1,wa,,
2,57,7,2,{l,,
2,57,7,3,s~alowaY`,s~alowaY`,slw
2,57,8,1,kulu,>akala,Akl
2,57,8,2,wA@,,
2,57,9,1,min,"min
",
2,57,10,1,Tay~iba`ti,Tay~iba`t,Tyb
2,57,11,1,maA,"maA
",
2,57,12,1,razaqo,razaqa,rzq
2,57,12,2,na`,,
2,57,12,3,kumo,,
2,57,13,1,wa,,
2,57,13,2,maA,"maA
",
2,57,14,1,Zalamu,Zalama,Zlm
2,57,14,2,w,,
2,57,14,3,naA,,
2,57,15,1,wa,,
2,57,15,2,la`kin,"la`kin
",
2,57,16,1,kaAnu,kaAna,kwn
2,57,16,2,w^A@,,
2,57,17,1,>anfusa,nafos,nfs
2,57,17,2,humo,,
2,57,18,1,yaZolimu,Zalama,Zlm
2,57,18,2,wna,,
2,58,1,1,wa,,
2,58,1,2,<i*o,"<i*
",
2,58,2,1,qulo,qaAla,qwl
2,58,2,2,naA,,
2,58,3,1,{doxulu,daxala,dxl
2,58,3,2,wA@,,
2,58,4,1,ha`*ihi,ha`*aA,
2,58,5,1,{lo,,
2,58,5,2,qaroyapa,qaroyap,qry
2,58,6,1,fa,,
2,58,6,2,kulu,>akala,Akl
2,58,6,3,wA@,,
2,58,7,1,mino,"min
",
2,58,7,2,haA,,
2,58,8,1,Hayovu,Hayov,"Hyv
"
2,58,9,1,$i}o,$aA^'a,$yA
2,58,9,2,tumo,,
2,58,10,1,ragadFA,ragad,rgd
2,58,11,1,wa,,
2,58,11,2,{doxulu,daxala,dxl
2,58,11,3,wA@,,
2,58,12,1,{lo,,
2,58,12,2,baAba,baAb,bwb
2,58,13,1,suj~adFA,saAjid,sjd
2,58,14,1,wa,,
2,58,14,2,quwlu,qaAla,qwl
2,58,14,3,wA@,,
2,58,15,1,HiT~apN,HiT~ap,HTT
2,58,16,1,n~agofiro,gafara,gfr
2,58,17,1,la,,
2,58,17,2,kumo,,
2,58,18,1,xaTa`ya`,xaTiy^_#ap,xTA
2,58,18,2,kumo,,
2,58,19,1,wa,,
2,58,19,2,sa,,
2,58,19,3,naziydu,zaAda,zyd
2,58,20,1,{lo,,
2,58,20,2,muHosiniyna,muHosin,Hsn
2,59,1,1,fa,,
2,59,1,2,bad~ala,bad~ala,bdl
2,59,2,1,{l~a*iyna,{l~a*iY,
2,59,3,1,Zalamu,Zalama,Zlm
2,59,3,2,wA@,,
2,59,4,1,qawolFA,qawol,qwl
2,59,5,1,gayora,gayor,gyr
2,59,6,1,{l~a*iY,{l~a*iY,
