Sourate_N,Verset_N,Verset_B,ROOTS
2,87,wa la qado 'aAtayo naA muwsaY {lo kita`ba wa qaf~ayo naA min[ baEodi hi. bi {l r~usuli wa 'aAtayo naA EiysaY {bona maroyama {lo bay~ina`ti wa >ay~ado na` hu bi ruwHi {lo qudusi >a fa kul~amaA jaA^'a kumo rasuwlN[ bi maA laA tahowaY`^ >anfusu kumu {sotakobaro tumo fa fariyqFA ka*~abo tumo wa fariyqFA taqotulu wna,"   Aty    ktb  qfw   bEd    rsl  Aty   bny   byn  Ayd    rwH  qds   kll
 jyA  rsl    hwy nfs  kbr   frq k*b   frq qtl "
2,88,wa qaAlu wA@ quluwbu naA gulofN[ bal l~aEana humu {ll~ahu bi kufori himo fa qaliylFA m~aA yu&ominu wna, qwl  qlb  glf  lEn  Alh  kfr   qll  Amn 
2,89,wa lam~aA jaA^'a humo kita`bN m~ino Eindi {ll~ahi muSad~iqN l~i maA maEa humo wa kaAnu wA@ min qabolu yasotafotiHu wna EalaY {l~a*iyna kafaru wA@ fa lam~aA jaA^'a hum m~aA Earafu wA@ kafaru wA@ bi hi. fa laEonapu {ll~ahi EalaY {lo ka`firiyna,  jyA  ktb  End Alh Sdq      kwn   qbl ftH    kfr    jyA   Erf  kfr     lEn Alh   kfr
2,90,bi}osa maA {$otara woA@ bi hi.^ >anfusa humo >an yakofuru wA@ bi maA^ >anzala {ll~ahu bagoyFA >an yunaz~ila {ll~ahu min faDoli hi. EalaY` man ya$aA^'u mino EibaAdi hi. fa baA^'u w bi gaDabK EalaY` gaDabK wa li lo ka`firiyna Ea*aAbN m~uhiynN,bAs  $ry    nfs   kfr    nzl Alh bgy  nzl Alh  fDl    $yA  Ebd   bwA   gDb  gDb    kfr E*b hwn
2,91,"wa <i*aA qiyla la humo 'aAminu wA@ bi maA^ >anzala {ll~ahu qaAlu wA@ nu&ominu bi maA^ >unzila Ealayo naA wa yakofuru wna bi maA waraA^'a hu, wa huwa {lo Haq~u muSad~iqFA l~i maA maEa humo qulo fa li ma taqotulu wna >an[biyaA^'a {ll~ahi min qabolu <in kun tum m~u&ominiyna",  qwl   Amn    nzl Alh qwl  Amn   nzl    kfr    wry     Hqq Sdq     qwl    qtl  nbA Alh  qbl  kwn  Amn
2,92,wa la qado jaA^'a kum m~uwsaY` bi {lo bay~ina`ti vum~a {t~axa*o tumu {lo Eijola min[ baEodi hi. wa >antumo Za`limuwna,   jyA     byn  Ax*   Ejl  bEd    Zlm
2,93,wa <i*o >axa*o naA miyva`qa kumo wa rafaEo naA fawoqa kumu {l T~uwra xu*u wA@ maA^ 'aAtayo na` kum bi quw~apK wa {somaEu wA@ qaAlu wA@ samiEo naA wa EaSayo naA wa >u$oribu wA@ fiY quluwbi himu {lo Eijola bi kufori himo qulo bi}osa maA ya>omuru kum bi hi.^ <iyma`nu kumo <in kun tum m~u&ominiyna,  Ax*  wvq   rfE  fwq   Twr Ax*   Aty    qwy  smE  qwl  smE   ESy   $rb   qlb   Ejl  kfr  qwl bAs  Amr    Amn   kwn  Amn
2,94,qulo <in kaAnato la kumu {l d~aAru {lo 'aAxirapu Einda {ll~ahi xaAliSapF m~in duwni {l n~aAsi fa taman~a wuA@ {lo mawota <in kun tumo Sa`diqiyna,qwl  kwn    dwr  Axr End Alh xlS  dwn  nws  mny   mwt  kwn  Sdq
2,95,wa lan yataman~a wo hu >abadF[A bi maA qad~amato >ayodiy himo wa {ll~ahu EaliymN[ bi {l Z~a`limiyna,  mny   Abd   qdm ydy   Alh Elm   Zlm
2,96,wa la tajida n~a humo >aHoraSa {l n~aAsi EalaY` Hayaw`pK wa mina {l~a*iyna >a$oraku wA@ yawad~u >aHadu humo lawo yuEam~aru >alofa sanapK wa maA huwa bi muzaHoziHi hi. mina {lo Ea*aAbi >an yuEam~ara wa {ll~ahu baSiyrN[ bi maA yaEomalu wna,  wjd   HrS  nws  Hyy    $rk  wdd AHd   Emr Alf snw     zHzH    E*b  Emr  Alh bSr   Eml 
2,97,"qulo man kaAna Eaduw~FA l~i jiboriyla fa <in~a hu, naz~ala hu, EalaY` qalobi ka bi <i*oni {ll~ahi muSad~iqFA l~i maA bayona yadayo hi wa hudFY wa bu$oraY` li lo mu&ominiyna",qwl  kwn Edw      nzl   qlb   A*n Alh Sdq   byn ydy   hdy  b$r   Amn
2,98,man kaAna Eaduw~FA l~i l~ahi wa mala`^}ikati hi. wa rusuli hi. wa jiboriyla wa miykaY`la fa <in~a {ll~aha Eaduw~N l~i lo ka`firiyna, kwn Edw  Alh  mlk   rsl        Alh Edw   kfr
2,99,wa la qado >anzalo naA^ <ilayo ka 'aAya`tK] bay~ina`tK wa maA yakofuru bi haA^ <il~aA {lo fa`siquwna,   nzl    Ayy byn   kfr     fsq
2,100,">a wa kul~amaA Ea`hadu wA@ EahodFA n~aba*a hu, fariyqN m~ino hum balo >akovaru humo laA yu&ominu wna","  kll
 Ehd  Ehd nb*  frq    kvr   Amn "
2,101,wa lam~aA jaA^'a humo rasuwlN m~ino Eindi {ll~ahi muSad~iqN l~i maA maEa humo naba*a fariyqN m~ina {l~a*iyna >uwtu wA@ {lo kita`ba kita`ba {ll~ahi waraA^'a Zuhuwri himo ka>an~a humo laA yaEolamu wna,  jyA  rsl  End Alh Sdq     nb* frq   Aty   ktb ktb Alh wry Zhr     Elm 
2,102,"wa {t~abaEu wA@ maA tatoluwA@ {l $~aya`Tiynu EalaY` muloki sulayoma`na wa maA kafara sulayoma`nu wa la`kin~a {l $~aya`Tiyna kafaru wA@ yuEal~imu wna {l n~aAsa {l s~iHora wa maA^ >unzila EalaY {lo malakayoni bi baAbila ha`ruwta wa ma`ruwta wa maA yuEal~ima Ani mino >aHadK Hat~aY` yaquwla A^ <in~a maA naHonu fitonapN fa laA takofuro fa yataEal~amu wna mino humaA maA yufar~iqu wna bi hi. bayona {lo maro'i wa zawoji hi. wa maA hum bi DaA^r~iyna bi hi. mino >aHadK <il~aA bi <i*oni {ll~ahi wa yataEal~amu wna maA yaDur~u humo wa laA yanfaEu humo wa la qado Ealimu wA@ la mani {$otaraY` hu maA la hu, fiY {lo 'aAxirapi mino xala`qK wa la bi}osa maA $ara woA@ bi hi.^ >anfusa humo lawo kaAnu wA@ yaEolamu wna", tbE   tlw  $Tn  mlk    kfr     $Tn kfr  Elm   nws  sHr   nzl   mlk        Elm   AHd  qwl     ftn   kfr  Elm     frq    byn  mrA  zwj      Drr    AHd   A*n Alh  Elm   Drr    nfE     Elm    $ry       Axr  xlq   bAs  $ry    nfs   kwn  Elm 
2,103,wa lawo >an~a humo 'aAmanu wA@ wa {t~aqa woA@ la mavuwbapN m~ino Eindi {ll~ahi xayorN l~awo kaAnu wA@ yaEolamu wna,    Amn   wqy   vwb  End Alh xyr  kwn  Elm 
2,104,ya`^ >ay~uhaA {l~a*iyna 'aAmanu wA@ laA taquwlu wA@ ra`Ei naA wa quwlu wA@ {nZuro naA wa {somaEu wA@ wa li lo ka`firiyna Ea*aAbN >aliymN,   Amn   qwl  rEy   qwl  nZr   smE     kfr E*b Alm
2,105,m~aA yawad~u {l~a*iyna kafaru wA@ mino >aholi {lo kita`bi wa laA {lo mu$orikiyna >an yunaz~ala Ealayo kum m~ino xayorK m~in r~ab~i kumo wa {ll~ahu yaxotaS~u bi raHomati hi. man ya$aA^'u wa {ll~ahu *uw {lo faDoli {lo EaZiymi, wdd  kfr   Ahl  ktb    $rk  nzl    xyr  rbb   Alh xSS  rHm   $yA  Alh   fDl  EZm
2,106,maA nansaxo mino 'aAyapK >awo nunsi haA na>oti bi xayorK m~ino haA^ >awo mivoli haA^ >a lamo taEolamo >an~a {ll~aha EalaY` kul~i $aYo'K qadiyrN, nsx  Ayy  nsy  Aty  xyr    mvl    Elm  Alh  kll $yA qdr
2,107,">a lamo taEolamo >an~a {ll~aha la hu, muloku {l s~ama`wa`ti wa {lo >aroDi wa maA la kum m~in duwni {ll~ahi min waliY~K wa laA naSiyrK",  Elm  Alh   mlk  smw   ArD      dwn Alh  wly   nSr
2,108,>amo turiydu wna >an taso_#alu wA@ rasuwla kumo ka maA su}ila muwsaY` min qabolu wa man yatabad~ali {lo kufora bi {lo <iyma`ni fa qado Dal~a sawaA^'a {l s~abiyli, rwd   sAl  rsl    sAl   qbl   bdl  kfr   Amn   Dll swy  sbl
2,109,wad~a kaviyrN m~ino >aholi {lo kita`bi lawo yarud~u wna kum m~in[ baEodi <iyma`ni kumo kuf~aArFA HasadFA m~ino Eindi >anfusi him m~in[ baEodi maA tabay~ana la humu {lo Haq~u fa {Eofu wA@ wa {SofaHu wA@ Hat~aY` ya>otiYa {ll~ahu bi >amori hi.^ <in~a {ll~aha EalaY` kul~i $aYo'K qadiyrN,wdd kvr  Ahl  ktb  rdd    bEd Amn  kfr Hsd  End nfs   bEd  byn    Hqq  Efw   SfH   Aty Alh  Amr   Alh  kll $yA qdr
2,110,wa >aqiymu wA@ {l S~alaw`pa wa 'aAtu wA@ {l z~akaw`pa wa maA tuqad~imu wA@ li >anfusi kum m~ino xayorK tajidu w hu Einda {ll~ahi <in~a {ll~aha bi maA taEomalu wna baSiyrN, qwm   Slw  Aty   zkw   qdm   nfs   xyr wjd   End Alh  Alh   Eml  bSr
2,111,wa qaAlu wA@ lan yadoxula {lo jan~apa <il~aA man kaAna huwdFA >awo naSa`raY` tiloka >amaAniy~u humo qulo haAtu wA@ buroha`na kumo <in kun tumo Sa`diqiyna, qwl   dxl  jnn   kwn hwd  nSr  mny  qwl hAt  brhn   kwn  Sdq
2,112,"balaY` mano >asolama wajoha hu, li l~ahi wa huwa muHosinN fa la hu,^ >ajoru hu, Einda rab~i hi. wa laA xawofN Ealayo himo wa laA humo yaHozanu wna",  slm wjh   Alh   Hsn    Ajr  End rbb    xwf      Hzn 
2,113,wa qaAlati {lo yahuwdu layosati {l n~aSa`raY` EalaY` $aYo'K wa qaAlati {l n~aSa`raY` layosati {lo yahuwdu EalaY` $aYo'K wa humo yatolu wna {lo kita`ba ka *a`lika qaAla {l~a*iyna laA yaEolamu wna mivola qawoli himo fa {ll~ahu yaHokumu bayona humo yawoma {lo qiya`mapi fiy maA kaAnu wA@ fiy hi yaxotalifu wna, qwl   lys  nSr  $yA  qwl  nSr lys    $yA   tlw   ktb   qwl   Elm  mvl qwl   Alh Hkm byn  ywm  qwm   kwn    xlf 
2,114,"wa mano >aZolamu mi m~an m~anaEa masa`jida {ll~ahi >an yu*okara fiy haA {somu hu, wa saEaY` fiY xaraAbi haA^ >uw@la`^}ika maA kaAna la humo >an yadoxulu w haA^ <il~aA xaA^}ifiyna la humo fiY {l d~unoyaA xizoYN wa la humo fiY {lo 'aAxirapi Ea*aAbN EaZiymN",  Zlm   mnE sjd Alh  *kr   smw   sEy  xrb    kwn    dxl    xwf     dnw xzy      Axr E*b EZm
2,115,wa li l~ahi {lo ma$oriqu wa {lo magoribu fa >ayonamaA tuwal~u wA@ fa vam~a wajohu {ll~ahi <in~a {ll~aha wa`siEN EaliymN,  Alh  $rq   grb   wly    wjh Alh  Alh wsE Elm
2,116,"wa qaAlu wA@ {t~axa*a {ll~ahu waladFA suboHa`na hu, bal l~a hu, maA fiY {l s~ama`wa`ti wa {lo >aroDi kul~N l~a hu, qa`nituwna", qwl  Ax* Alh wld sbH        smw   ArD kll   qnt
2,117,"badiyEu {l s~ama`wa`ti wa {lo >aroDi wa <i*aA qaDaY`^ >amorFA fa <in~a maA yaquwlu la hu, kun fa yakuwnu",bdE  smw   ArD   qDy Amr    qwl   kwn  kwn
2,118,wa qaAla {l~a*iyna laA yaEolamu wna lawolaA yukal~imu naA {ll~ahu >awo ta>otiy naA^ 'aAyapN ka *a`lika qaAla {l~a*iyna min qaboli him m~ivola qawoli himo ta$a`bahato quluwbu humo qado bay~a n~aA {lo 'aAya`ti li qawomK yuwqinu wna, qwl   Elm   klm  Alh  Aty  Ayy   qwl   qbl  mvl qwl  $bh qlb   byn   Ayy  qwm yqn 
2,119,<in~a A^ >arosalo na` ka bi {lo Haq~i ba$iyrFA wa na*iyrFA wa laA tuso_#alu Eano >aSoHa`bi {lo jaHiymi,  rsl     Hqq b$r  n*r   sAl  SHb  jHm
2,120,wa lan taroDaY` Ean ka {lo yahuwdu wa laA {l n~aSa`raY` Hat~aY` tat~abiEa mil~ata humo qulo <in~a hudaY {ll~ahi huwa {lo hudaY` wa la }ini {t~abaEo ta >ahowaA^'a hum baEoda {l~a*iY jaA^'a ka mina {lo Eilomi maA la ka mina {ll~ahi min waliY~K wa laA naSiyrK,  rDw        nSr  tbE mll  qwl  hdy Alh   hdy    tbE  hwy  bEd  jyA    Elm     Alh  wly   nSr
2,121,"{l~a*iyna 'aAtayo na` humu {lo kita`ba yatolu wna hu, Haq~a tilaAwati hi.^ >uw@la`^}ika yu&ominu wna bi hi. wa man yakofuro bi hi. fa >uw@la`^}ika humu {lo xa`siruwna", Aty    ktb tlw   Hqq tlw   Amn      kfr       xsr
2,122,ya` baniY^ <isora`^'iyla {*okuru wA@ niEomati Ya {l~atiY^ >anoEamo tu Ealayo kumo wa >an~i Y faD~alo tu kumo EalaY {lo Ea`lamiyna, bny  *kr  nEm   nEm       fDl     Elm
2,123,wa {t~aqu wA@ yawomFA l~aA tajoziY nafosN Ean n~afosK $ayo_#FA wa laA yuqobalu mino haA EadolN wa laA tanfaEu haA $afa`EapN wa laA humo yunSaru wna, wqy  ywm  jzy nfs  nfs $yA   qbl   Edl   nfE  $fE    nSr 
2,124,"wa <i*i {botalaY`^ <ibora`hi.ma rab~u hu, bi kalima`tK fa >atam~a hun~a qaAla <in~i Y jaAEilu ka li l n~aAsi <imaAmFA qaAla wa min *ur~iy~ati Y qaAla laA yanaAlu Eahodi Y {l Z~a`limiyna",  blw  rbb   klm  tmm  qwl   jEl    nws Amm qwl   *rr  qwl  nyl Ehd   Zlm
2,125,wa <i*o jaEalo naA {lo bayota mavaAbapF l~i l n~aAsi wa >amonFA wa {t~axi*u wA@ min m~aqaAmi <ibora`hi.ma muSal~FY wa Eahido naA^ <ilaY`^ <ibora`hi.ma wa <isoma`Eiyla >an Tah~ira A bayoti Ya li l T~aA^}ifiyna wa {lo Ea`kifiyna wa {l r~uk~aEi {l s~ujuwdi,  jEl   byt vwb   nws  Amn  Ax*   qwm  Slw  Ehd       Thr  byt    Twf   Ekf   rkE  sjd
2,126,"wa <i*o qaAla <ibora`hi.mu rab~i  {joEalo ha`*aA baladFA 'aAminFA wa {rozuqo >ahola hu, mina {l v~amara`ti mano 'aAmana mino hum bi {ll~ahi wa {lo yawomi {lo 'aAxiri qaAla wa man kafara fa >umat~iEu hu, qaliylFA vum~a >aDoTar~u hu,^ <ilaY` Ea*aAbi {l n~aAri wa bi}osa {lo maSiyru",  qwl  rbb  jEl  bld Amn  rzq Ahl    vmr  Amn    Alh   ywm  Axr qwl   kfr  mtE  qll  Drr   E*b  nwr  bAs  Syr
2,127,wa <i*o yarofaEu <ibora`hi.mu {lo qawaAEida mina {lo bayoti wa <isoma`Eiylu rab~a naA taqab~alo min~a A^ <in~a ka >anta {l s~amiyEu {lo Ealiymu,  rfE   qEd   byt   rbb  qbl       smE  Elm
2,128,rab~a naA wa {joEalo naA musolimayoni la ka wa min *ur~iy~ati naA^ >um~apF m~usolimapF l~a ka wa >ari naA manaAsika naA wa tubo Ealayo naA^ <in~a ka >anta {l t~aw~aAbu {l r~aHiymu,rbb   jEl  slm     *rr  Amm slm    rAy  nsk   twb       twb  rHm
2,129,rab~a naA wa {boEavo fiy himo rasuwlFA m~ino humo yatoluwA@ Ealayo himo 'aAya`ti ka wa yuEal~imu humu {lo kita`ba wa {lo Hikomapa wa yuzak~iy himo <in~a ka >anta {lo Eaziyzu {lo Hakiymu,rbb   bEv   rsl   tlw   Ayy   Elm   ktb   Hkm  zkw      Ezz  Hkm
2,130,"wa man yarogabu Ean m~il~api <ibora`hi.ma <il~aA man safiha nafosa hu, wa la qadi {SoTafayo na` hu fiY {l d~unoyaA wa <in~a hu, fiY {lo 'aAxirapi la mina {l S~a`liHiyna",  rgb  mll    sfh nfs     Sfw     dnw      Axr    SlH
2,131,"<i*o qaAla la hu, rab~u hu,^ >asolimo qaAla >asolamo tu li rab~i {lo Ea`lamiyna", qwl   rbb  slm qwl slm   rbb  Elm
2,132,wa waS~aY` bi haA^ <ibora`hi.mu baniy hi wa yaEoquwbu ya` baniY~a  <in~a {ll~aha {SoTafaY` la kumu {l d~iyna fa laA tamuwtu n~a <il~aA wa >antum m~usolimuwna, wSy    bny     bny   Alh Sfw    dyn   mwt     slm
2,133,">amo kun tumo $uhadaA^'a <i*o HaDara yaEoquwba {lo mawotu <i*o qaAla li baniy hi maA taEobudu wna min[ baEodi Y qaAlu wA@ naEobudu <ila`ha ka wa <ila`ha 'aAbaA^}i ka <ibora`hi.ma wa <isoma`Eiyla wa <isoHa`qa <ila`hFA wa`HidFA wa naHonu la hu, musolimuwna", kwn  $hd  HDr   mwt  qwl  bny   Ebd   bEd  qwl  Ebd Alh   Alh Abw       Alh wHd     slm
2,134,tiloka >um~apN qado xalato la haA maA kasabato wa la kum m~aA kasabo tumo wa laA tuso_#alu wna Ea m~aA kaAnu wA@ yaEomalu wna, Amm  xlw    ksb     ksb    sAl    kwn  Eml 
2,135,wa qaAlu wA@ kuwnu wA@ huwdFA >awo naSa`raY` tahotadu wA@ qulo balo mil~apa <ibora`hi.ma HaniyfFA wa maA kaAna mina {lo mu$orikiyna, qwl  kwn  hwd  nSr hdy  qwl  mll  Hnf   kwn   $rk
2,136,"quwlu w^A@ 'aAma n~aA bi {ll~ahi wa maA^ >unzila <ilayo naA wa maA^ >unzila <ilaY`^ <ibora`hi.ma wa <isoma`Eiyla wa <isoHa`qa wa yaEoquwba wa {lo >asobaATi wa maA^ >uwtiYa muwsaY` wa EiysaY` wa maA^ >uwtiYa {l n~abiy~uwna min r~ab~i himo laA nufar~iqu bayona >aHadK m~ino humo wa naHonu la hu, musolimuwna",qwl  Amn   Alh   nzl     nzl           sbT   Aty      Aty  nbA  rbb   frq byn AHd       slm
2,137,fa <ino 'aAmanu wA@ bi mivoli maA^ 'aAman tum bi hi. fa qadi {hotada wA@ w~a <in tawal~a woA@ fa <in~a maA humo fiY $iqaAqK fa sa yakofiy ka humu {ll~ahu wa huwa {l s~amiyEu {lo Ealiymu,  Amn   mvl  Amn      hdy    wly       $qq   kfy   Alh    smE  Elm
2,138,"Sibogapa {ll~ahi wa mano >aHosanu mina {ll~ahi SibogapF wa naHonu la hu, Ea`biduwna",Sbg Alh   Hsn  Alh Sbg     Ebd
2,139,"qulo >a tuHaA^j~u wna naA fiY {ll~ahi wa huwa rab~u naA wa rab~u kumo wa la naA^ >aEoma`lu naA wa la kumo >aEoma`lu kumo wa naHonu la hu, muxoliSuwna",qwl  Hjj    Alh   rbb   rbb     Eml     Eml      xlS
2,140,">amo taquwlu wna <in~a <ibora`hi.ma wa <isoma`Eiyla wa <isoHa`qa wa yaEoquwba wa {lo >asobaATa kaAnu wA@ huwdFA >awo naSa`raY` qulo 'a >antumo >aEolamu >ami {ll~ahu wa mano >aZolamu mi m~an katama $aha`dapF Einda hu, mina {ll~ahi wa maA {ll~ahu bi ga`filK Ea m~aA taEomalu wna", qwl            sbT kwn  hwd  nSr qwl   Elm  Alh   Zlm   ktm $hd End   Alh   Alh  gfl   Eml 
2,141,tiloka >um~apN qado xalato la haA maA kasabato wa la kum m~aA kasabo tumo wa laA tuso_#alu wna Ea m~aA kaAnu wA@ yaEomalu wna, Amm  xlw    ksb     ksb    sAl    kwn  Eml 
2,142,sa yaquwlu {l s~ufahaA^'u mina {l n~aAsi maA wal~aY` humo Ean qibolati himu {l~atiY kaAnu wA@ Ealayo haA qul l~i l~ahi {lo ma$oriqu wa {lo magoribu yahodiY man ya$aA^'u <ilaY` Sira`TK m~usotaqiymK, qwl  sfh   nws  wly   qbl   kwn    qwl  Alh  $rq   grb hdy  $yA  SrT qwm
2,143,wa ka *a`lika jaEalo na` kumo >um~apF wasaTFA l~i takuwnu wA@ $uhadaA^'a EalaY {l n~aAsi wa yakuwna {l r~asuwlu Ealayo kumo $ahiydFA wa maA jaEalo naA {lo qibolapa {l~atiY kun ta Ealayo haA^ <il~aA li naEolama man yat~abiEu {l r~asuwla mi m~an yanqalibu EalaY` Eaqibayo hi wa <in kaAnato la kabiyrapF <il~aA EalaY {l~a*iyna hadaY {ll~ahu wa maA kaAna {ll~ahu li yuDiyEa <iyma`na kumo <in~a {ll~aha bi {l n~aAsi la ra'uwfN r~aHiymN,   jEl   Amm wsT  kwn  $hd   nws  kwn  rsl   $hd   jEl   qbl  kwn      Elm  tbE  rsl   qlb  Eqb    kwn  kbr    hdy Alh   kwn Alh  DyE Amn   Alh   nws  rAf rHm
2,144,"qado naraY` taqal~uba wajohi ka fiY {l s~amaA^'i fa la nuwal~iya n~a ka qibolapF taroDaY` haA fa wal~i wajoha ka $aTora {lo masojidi {lo HaraAmi wa Hayovu maA kun tumo fa wal~u wA@ wujuwha kumo $aTora hu, wa <in~a {l~a*iyna >uwtu wA@ {lo kita`ba la yaEolamu wna >an~a hu {lo Haq~u min r~ab~i himo wa maA {ll~ahu bi ga`filK Ea m~aA yaEomalu wna"," rAy qlb wjh    smw   wly   qbl rDw   wly wjh  $Tr  sjd  Hrm  Hyv
  kwn   wly  wjh  $Tr     Aty   ktb  Elm     Hqq  rbb    Alh  gfl   Eml "
2,145,wa la }ino >atayo ta {l~a*iyna >uwtu wA@ {lo kita`ba bi kul~i 'aAyapK m~aA tabiEu wA@ qibolata ka wa maA^ >anta bi taAbiEK qibolata humo wa maA baEoDu hum bi taAbiEK qibolapa baEoDK wa la }ini {t~abaEo ta >ahowaA^'a hum m~in[ baEodi maA jaA^'a ka mina {lo Eilomi <in~a ka <i*FA l~a mina {l Z~a`limiyna,   Aty   Aty   ktb  kll Ayy  tbE  qbl      tbE qbl    bED   tbE qbl bED    tbE  hwy   bEd  jyA    Elm       Zlm
2,146,"{l~a*iyna 'aAtayo na` humu {lo kita`ba yaEorifu wna hu, ka maA yaEorifu wna >abonaA^'a humo wa <in~a fariyqFA m~ino humo la yakotumu wna {lo Haq~a wa humo yaEolamu wna", Aty    ktb Erf     Erf  bny    frq    ktm   Hqq   Elm 
2,147,{lo Haq~u min r~ab~i ka fa laA takuwna n~a mina {lo mumotariyna, Hqq  rbb    kwn    mry
2,148,wa li kul~K wijohapN huwa muwal~iy haA fa {sotabiqu wA@ {lo xayora`ti >ayona maA takuwnu wA@ ya>oti bi kumu {ll~ahu jamiyEFA <in~a {ll~aha EalaY` kul~i $aYo'K qadiyrN,  kll wjh  wly   sbq   xyr   kwn  Aty   Alh jmE  Alh  kll $yA qdr
2,149,"wa mino Hayovu xarajo ta fa wal~i wajoha ka $aTora {lo masojidi {lo HaraAmi wa <in~a hu, la lo Haq~u min r~ab~i ka wa maA {ll~ahu bi ga`filK Ea m~aA taEomalu wna",  Hyv xrj   wly wjh  $Tr  sjd  Hrm      Hqq  rbb    Alh  gfl   Eml 
2,150,"wa mino Hayovu xarajo ta fa wal~i wajoha ka $aTora {lo masojidi {lo HaraAmi wa Hayovu maA kun tumo fa wal~u wA@ wujuwha kumo $aTora hu, li }a l~aA yakuwna li l n~aAsi Ealayo kumo Huj~apN <il~aA {l~a*iyna Zalamu wA@ mino humo fa laA taxo$a wo humo wa {xo$a wo niY wa li >utim~a niEomati Y Ealayo kumo wa laEal~a kumo tahotadu wna","  Hyv xrj   wly wjh  $Tr  sjd  Hrm  Hyv
  kwn   wly  wjh  $Tr     kwn   nws   Hjj   Zlm      x$y    x$y     tmm nEm       hdy "
2,151,ka maA^ >arosalo naA fiy kumo rasuwlFA m~in kumo yatoluwA@ Ealayo kumo 'aAya`ti naA wa yuzak~iy kumo wa yuEal~imu kumu {lo kita`ba wa {lo Hikomapa wa yuEal~imu kum m~aA lamo takuwnu wA@ taEolamu wna,  rsl    rsl   tlw   Ayy   zkw   Elm   ktb   Hkm  Elm    kwn  Elm 
2,152,fa {*okuru w niY^ >a*okuro kumo wa {$okuru wA@ li Y wa laA takofuru w ni, *kr   *kr   $kr      kfr  
2,153,ya`^ >ay~uhaA {l~a*iyna 'aAmanu wA@ {sotaEiynu wA@ bi {l S~abori wa {l S~alaw`pi <in~a {ll~aha maEa {l S~a`biriyna,   Amn  Ewn    Sbr   Slw  Alh   Sbr
2,154,wa laA taquwlu wA@ li man yuqotalu fiY sabiyli {ll~ahi >amowa`tN[ balo >aHoyaA^'N wa la`kin l~aA ta$oEuru wna,  qwl    qtl  sbl Alh mwt  Hyy    $Er 
2,155,wa la naboluwa n~a kum bi $aYo'K m~ina {lo xawofi wa {lo juwEi wa naqoSK m~ina {lo >amowa`li wa {lo >anfusi wa {l v~amara`ti wa ba$~iri {l S~a`biriyna,  blw    $yA   xwf   jwE  nqS   mwl   nfs   vmr  b$r  Sbr
2,156,{l~a*iyna <i*aA^ >aSa`bato hum m~uSiybapN qaAlu w^A@ <in~a A li l~ahi wa <in~a A^ <ilayo hi ra`jiEuwna,  Swb  Swb qwl     Alh      rjE
2,157,>uw@la`^}ika Ealayo himo Salawa`tN m~in r~ab~i himo wa raHomapN wa >uw@la`^}ika humu {lo muhotaduwna,   Slw  rbb   rHm     hdy
2,158,<in~a {l S~afaA wa {lo marowapa min $aEaA^}iri {ll~ahi fa mano Haj~a {lo bayota >awi {Eotamara fa laA junaAHa Ealayo hi >an yaT~aw~afa bi himaA wa man taTaw~aEa xayorFA fa <in~a {ll~aha $aAkirN EaliymN,       $Er Alh   Hjj  byt  Emr   jnH    Twf     TwE xyr   Alh $kr Elm
2,159,<in~a {l~a*iyna yakotumu wna maA^ >anzalo naA mina {lo bay~ina`ti wa {lo hudaY` min[ baEodi maA bay~a n~a` hu li l n~aAsi fiY {lo kita`bi >uw@la`^}ika yaloEanu humu {ll~ahu wa yaloEanu humu {l l~a`Einuwna,  ktm   nzl    byn   hdy  bEd  byn     nws   ktb  lEn  Alh  lEn   lEn
2,160,<il~aA {l~a*iyna taAbu wA@ wa >aSolaHu wA@ wa bay~anu wA@ fa >uw@la`^}ika >atuwbu Ealayo himo wa >anaA {l t~aw~aAbu {l r~aHiymu,  twb   SlH   byn    twb      twb  rHm
2,161,<in~a {l~a*iyna kafaru wA@ wa maAtu wA@ wa humo kuf~aArN >uw@la`^}ika Ealayo himo laEonapu {ll~ahi wa {lo mala`^}ikapi wa {l n~aAsi >ajomaEiyna,  kfr   mwt    kfr    lEn Alh   mlk   nws jmE
2,162,xa`lidiyna fiy haA laA yuxaf~afu Eano humu {lo Ea*aAbu wa laA humo yunZaru wna,xld    xff    E*b    nZr 
2,163,wa <ila`hu kumo <ila`hN wa`HidN l~aA^ <ila`ha <il~aA huwa {l r~aHoma`nu {l r~aHiymu, Alh  Alh wHd  Alh    rHm  rHm
2,164,<in~a fiY xaloqi {l s~ama`wa`ti wa {lo >aroDi wa {xotila`fi {l~a yoli wa {l n~ahaAri wa {lo fuloki {l~atiY tajoriY fiY {lo baHori bi maA yanfaEu {l n~aAsa wa maA^ >anzala {ll~ahu mina {l s~amaA^'i min m~aA^'K fa >aHoyaA bi hi {lo >aroDa baEoda mawoti haA wa bav~a fiy haA min kul~i daA^b~apK wa taSoriyfi {l r~iya`Hi wa {l s~aHaAbi {lo musax~ari bayona {l s~amaA^'i wa {lo >aroDi la 'aAya`tK l~i qawomK yaEoqilu wna,  xlq  smw   ArD  xlf  lyl   nhr   flk  jry   bHr   nfE  nws   nzl Alh   smw  mwh  Hyy    ArD bEd mwt   bvv    kll dbb  Srf  rwH   sHb  sxr byn  smw   ArD  Ayy  qwm Eql 
